complaint_id,timestamp,city,complaint_type,phone_hash,bank_ref,description,lat,lon,withdrawal_flag,withdrawal_atm_id,withdrawal_time
CMP-2020-0288,2020-03-31 01:22:49,Indore,OTP Scam,1296892c892df203,AXIS102871,Victim shared OTP with caller impersonating bank support; funds transferred.,22.57342,75.7344,yes,ATM-0294,2020-04-02 01:33:00
CMP-2019-0289,2019-11-23 18:36:50,Mumbai,SIM Swap,2b3c39ad61e71d23,ICICI368322,SIM swapped without consent; OTPs intercepted and account emptied.,19.1193,72.86473,no,,
CMP-2020-0290,2020-08-01 16:45:00,Chennai,UPI Fraud,ed307122615d700d,SBIN141360,Unauthorized UPI transaction initiated from victim's account via social engineering.,13.18837,80.22876,no,,
CMP-2021-0291,2021-07-22 08:31:54,Mumbai,UPI Fraud,347b94c0dd372330,HDFC110142,Unauthorized UPI transaction initiated from victim's account via social engineering.,19.1816,72.92671,yes,ATM-0184,2021-07-25 00:56:16
CMP-2024-0292,2024-09-23 14:24:29,Hyderabad,UPI Fraud,22c078297500b381,KOTAK291752,Unauthorized UPI transaction initiated from victim's account via social engineering.,17.26915,78.45678,no,,
CMP-2024-0293,2024-01-06 00:53:15,Coimbatore,OTP Scam,981aef42c375ad7b,YESB780364,Victim shared OTP with caller impersonating bank support; funds transferred.,11.13264,76.85583,yes,ATM-0372,2024-01-06 05:06:36
CMP-2024-0294,2024-08-26 22:41:02,Delhi,UPI Fraud,e33690c6dbce321f,UNION606121,Unauthorized UPI transaction initiated from victim's account via social engineering.,28.79478,77.15602,yes,ATM-0195,2024-08-29 06:47:02
CMP-2022-0295,2022-09-01 11:40:16,Patna,Credit Card Fraud,6c28ad4f7a6ac929,BOB218423,Card details skimmed online; multiple unauthorized international charges.,25.71038,85.11981,yes,ATM-0336,2022-09-02 10:17:46
CMP-2023-0296,2023-03-24 17:00:46,Surat,SIM Swap,943462cffc96d190,UNION858931,SIM swapped without consent; OTPs intercepted and account emptied.,21.1897,72.97447,no,,
CMP-2021-0297,2021-01-11 05:12:03,Jaipur,Investment Scam,39922b97fbe8907d,YESB793856,Victim lured into fake crypto/stock investment platform and lost deposits.,26.9804,75.78188,no,,
CMP-2022-0298,2022-11-06 07:36:42,Delhi,SIM Swap,2f43db3c3814f42f,HDFC112210,SIM swapped without consent; OTPs intercepted and account emptied.,28.74712,76.99958,no,,
CMP-2024-0299,2024-02-10 10:47:33,Patna,Credit Card Fraud,bb8215b0780ea175,BOB436208,Card details skimmed online; multiple unauthorized international charges.,25.51637,85.27864,yes,ATM-0115,2024-02-12 02:25:41
CMP-2021-0300,2021-04-09 14:16:44,Patna,Debit Card Fraud,b382253a0ab912b7,BOB565765,Card cloned at compromised POS terminal; cash withdrawn from ATM.,25.68448,85.12203,no,,
CMP-2021-0301,2021-09-06 12:37:48,Mumbai,OTP Scam,ef250701d25c257b,HDFC207629,Victim shared OTP with caller impersonating bank support; funds transferred.,19.04703,72.73845,no,,
CMP-2023-0302,2023-12-15 13:35:10,Madurai,Investment Scam,66d751ebbf324e18,PNB633030,Victim lured into fake crypto/stock investment platform and lost deposits.,9.9439,78.16618,no,,
CMP-2021-0303,2021-01-16 19:28:38,Patna,Phishing,b80e2fddb02cdcd8,AXIS985331,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,25.58044,85.15565,no,,
CMP-2021-0304,2021-11-02 15:15:41,Surat,KYC Fraud,c7f4209fcb4bcbe7,BOB219562,Fraudster posing as bank official updated KYC and drained the account.,21.04943,72.87877,yes,ATM-0182,2021-11-05 03:00:47
CMP-2024-0305,2024-10-14 01:46:50,Hyderabad,SIM Swap,8cd8ba386be61f98,KOTAK836201,SIM swapped without consent; OTPs intercepted and account emptied.,17.2669,78.60576,no,,
CMP-2023-0306,2023-12-06 15:33:50,Coimbatore,Loan Fraud,612032a1ba919b15,PNB740524,Fraudulent loan approved in victim's name; money diverted to mule account.,10.92558,76.84202,no,,
CMP-2020-0307,2020-04-17 08:33:30,Patna,Debit Card Fraud,f2b1da82f9069726,KOTAK213000,Card cloned at compromised POS terminal; cash withdrawn from ATM.,25.67124,85.00155,no,,
CMP-2023-0308,2023-01-12 15:54:10,Mumbai,OTP Scam,651cac1bef6c52b8,UNION628689,Victim shared OTP with caller impersonating bank support; funds transferred.,18.96639,72.87735,no,,
CMP-2019-0309,2019-04-17 10:05:21,Indore,Loan Fraud,1ea93ed3955ccaf0,BOB633025,Fraudulent loan approved in victim's name; money diverted to mule account.,22.80392,75.98075,no,,
CMP-2020-0310,2020-01-16 11:13:32,Patna,Credit Card Fraud,7ecdbab890d7b16c,YESB789461,Card details skimmed online; multiple unauthorized international charges.,25.62426,85.25241,no,,
CMP-2021-0311,2021-04-22 19:06:00,Lucknow,Debit Card Fraud,f807db6fcb0ba4c1,YESB459513,Card cloned at compromised POS terminal; cash withdrawn from ATM.,26.98785,80.93205,yes,ATM-0212,2021-04-24 14:28:55
CMP-2024-0312,2024-04-26 04:23:44,Jaipur,Lottery Scam,1fe1b83076eb37c5,CNRB429159,Victim paid processing fee for fake lottery winnings and lost money.,26.97596,75.91795,no,,
CMP-2020-0313,2020-03-16 03:33:05,Lucknow,Lottery Scam,659af0f7cd387172,KOTAK805034,Victim paid processing fee for fake lottery winnings and lost money.,26.7365,81.00932,no,,
CMP-2020-0314,2020-01-25 14:06:10,Jaipur,KYC Fraud,976429d38227a6e8,ICICI897730,Fraudster posing as bank official updated KYC and drained the account.,26.86807,75.78141,no,,
CMP-2023-0315,2023-01-01 17:47:46,Pune,SIM Swap,2b13a93571243c7b,YESB947568,SIM swapped without consent; OTPs intercepted and account emptied.,18.37423,73.73864,yes,ATM-0028,2023-01-03 18:03:16
CMP-2020-0316,2020-03-13 23:40:07,Madurai,Credit Card Fraud,04cf52433ada8450,PNB253541,Card details skimmed online; multiple unauthorized international charges.,10.02701,78.17698,yes,ATM-0386,2020-03-15 14:37:59
CMP-2021-0317,2021-02-24 20:57:26,Ahmedabad,UPI Fraud,ef06fd2630b326d3,CNRB335203,Unauthorized UPI transaction initiated from victim's account via social engineering.,23.09522,72.58978,yes,ATM-0357,2021-02-25 17:40:02
CMP-2022-0318,2022-12-26 21:43:47,Indore,Loan Fraud,fbb4df250743125d,YESB926394,Fraudulent loan approved in victim's name; money diverted to mule account.,22.86235,75.8015,no,,
CMP-2019-0319,2019-01-29 09:45:50,Hyderabad,Debit Card Fraud,043cfc8d54724349,BOB970300,Card cloned at compromised POS terminal; cash withdrawn from ATM.,17.30266,78.52684,no,,
CMP-2021-0320,2021-03-16 17:17:56,Lucknow,SIM Swap,918d20bf28da9575,UNION306012,SIM swapped without consent; OTPs intercepted and account emptied.,26.92954,81.08549,yes,ATM-0091,2021-03-19 16:06:27
CMP-2019-0321,2019-06-13 03:52:39,Delhi,SIM Swap,e4d1dfe747591ea0,YESB142608,SIM swapped without consent; OTPs intercepted and account emptied.,28.68265,77.11948,yes,ATM-0300,2019-06-15 16:47:26
CMP-2019-0322,2019-01-13 08:50:37,Ahmedabad,Credit Card Fraud,051964747aaec9da,SBIN438302,Card details skimmed online; multiple unauthorized international charges.,23.05156,72.6535,no,,
CMP-2024-0323,2024-01-22 07:40:21,Hyderabad,OTP Scam,71c78e1368749742,UNION676884,Victim shared OTP with caller impersonating bank support; funds transferred.,17.34243,78.57191,yes,ATM-0113,2024-01-25 04:34:33
CMP-2022-0324,2022-02-14 15:33:39,Madurai,SIM Swap,74ccb487061a6476,YESB669460,SIM swapped without consent; OTPs intercepted and account emptied.,9.93631,77.99738,yes,ATM-0110,2022-02-16 15:19:15
CMP-2020-0325,2020-12-26 08:48:09,Hyderabad,Debit Card Fraud,6f2c305286385266,UNION656268,Card cloned at compromised POS terminal; cash withdrawn from ATM.,17.37746,78.5051,no,,
CMP-2022-0326,2022-11-23 14:47:49,Mumbai,KYC Fraud,22240a9db71bbe48,AXIS773462,Fraudster posing as bank official updated KYC and drained the account.,19.11011,72.91404,no,,
CMP-2023-0327,2023-02-04 11:16:50,Kolkata,Loan Fraud,6115dec1b8dc63b4,ICICI504620,Fraudulent loan approved in victim's name; money diverted to mule account.,22.49958,88.43109,yes,ATM-0265,2023-02-06 22:28:21
CMP-2021-0328,2021-04-01 12:47:37,Madurai,SIM Swap,2297f27ec4d4e7e7,BOB145981,SIM swapped without consent; OTPs intercepted and account emptied.,9.86413,78.16526,yes,ATM-0043,2021-04-04 09:03:53
CMP-2020-0329,2020-01-02 18:17:19,Madurai,SIM Swap,f8c43604b165e57f,HDFC757386,SIM swapped without consent; OTPs intercepted and account emptied.,9.79484,78.1709,no,,
CMP-2024-0330,2024-03-10 02:34:32,Pune,UPI Fraud,8e87b700d4ed8594,CNRB969005,Unauthorized UPI transaction initiated from victim's account via social engineering.,18.58122,73.99957,no,,
CMP-2022-0331,2022-11-17 14:46:19,Mumbai,Credit Card Fraud,1f370a4190122ce3,BOB851690,Card details skimmed online; multiple unauthorized international charges.,19.02551,72.75396,yes,ATM-0129,2022-11-19 06:57:14
CMP-2022-0332,2022-06-13 17:49:02,Bengaluru,Lottery Scam,6cb33fdb7b0d911c,YESB573039,Victim paid processing fee for fake lottery winnings and lost money.,13.01067,77.57451,yes,ATM-0345,2022-06-14 02:20:07
CMP-2019-0333,2019-01-13 22:11:21,Coimbatore,Investment Scam,8760c37d59b0b488,UNION147727,Victim lured into fake crypto/stock investment platform and lost deposits.,11.07706,76.82758,no,,
CMP-2019-0334,2019-08-21 13:01:52,Madurai,Lottery Scam,26eaf1732ace1776,ICICI395192,Victim paid processing fee for fake lottery winnings and lost money.,10.00478,78.1011,yes,ATM-0339,2019-08-21 15:15:01
CMP-2019-0335,2019-12-09 12:06:48,Bengaluru,Credit Card Fraud,1fe454be1301b51b,YESB935474,Card details skimmed online; multiple unauthorized international charges.,13.06085,77.60832,no,,
CMP-2019-0336,2019-11-12 16:04:05,Surat,KYC Fraud,2a7921cecd66a58c,CNRB682032,Fraudster posing as bank official updated KYC and drained the account.,21.06261,72.69363,no,,
CMP-2021-0337,2021-05-13 10:23:31,Jaipur,UPI Fraud,f0c86d047f5c04ce,AXIS884645,Unauthorized UPI transaction initiated from victim's account via social engineering.,26.98483,75.85508,yes,ATM-0331,2021-05-15 23:41:49
CMP-2019-0338,2019-11-09 02:51:35,Delhi,Debit Card Fraud,e159f76a7634b698,PNB303765,Card cloned at compromised POS terminal; cash withdrawn from ATM.,28.58849,77.15379,no,,
CMP-2019-0339,2019-04-30 03:57:16,Madurai,SIM Swap,ea19206404ca434d,CNRB176697,SIM swapped without consent; OTPs intercepted and account emptied.,9.8624,77.99001,yes,ATM-0372,2019-05-01 21:45:27
CMP-2024-0340,2024-09-15 19:46:27,Kolkata,Credit Card Fraud,1fdc880f133fc2a2,AXIS204904,Card details skimmed online; multiple unauthorized international charges.,22.50814,88.23484,yes,ATM-0249,2024-09-17 04:13:15
CMP-2022-0341,2022-09-12 09:45:01,Hyderabad,Investment Scam,3d0cce2b5f2c730c,UNION694397,Victim lured into fake crypto/stock investment platform and lost deposits.,17.34435,78.4316,yes,ATM-0003,2022-09-13 08:18:06
CMP-2023-0342,2023-09-18 09:09:04,Coimbatore,Loan Fraud,6f41db989935895e,KOTAK240829,Fraudulent loan approved in victim's name; money diverted to mule account.,11.07067,76.90527,no,,
CMP-2021-0343,2021-09-02 18:42:13,Madurai,Lottery Scam,0f55bbf20334659a,CNRB214119,Victim paid processing fee for fake lottery winnings and lost money.,9.82793,78.15179,no,,
CMP-2024-0344,2024-02-25 10:35:55,Delhi,SIM Swap,ef1f318c2f32b462,PNB869177,SIM swapped without consent; OTPs intercepted and account emptied.,28.82,76.97544,yes,ATM-0010,2024-02-27 23:46:08
CMP-2022-0345,2022-10-15 21:26:51,Patna,Investment Scam,210b11d6572d74f5,YESB906564,Victim lured into fake crypto/stock investment platform and lost deposits.,25.62111,85.25949,no,,
CMP-2022-0346,2022-04-05 17:47:27,Jaipur,OTP Scam,4839d88ed638e714,SBIN483588,Victim shared OTP with caller impersonating bank support; funds transferred.,26.88015,75.90473,no,,
CMP-2024-0347,2024-02-22 01:07:11,Delhi,OTP Scam,d6c48cd2e72e9315,CNRB194952,Victim shared OTP with caller impersonating bank support; funds transferred.,28.67314,77.10315,no,,
CMP-2024-0348,2024-02-01 22:16:37,Madurai,Investment Scam,8731cc36ebfb0cde,SBIN893988,Victim lured into fake crypto/stock investment platform and lost deposits.,9.92944,78.10367,yes,ATM-0290,2024-02-03 21:45:17
CMP-2024-0349,2024-10-21 07:24:24,Coimbatore,OTP Scam,157a3a2bc3683eb7,HDFC329448,Victim shared OTP with caller impersonating bank support; funds transferred.,11.09524,76.87532,yes,ATM-0120,2024-10-21 10:29:19
CMP-2020-0350,2020-03-29 01:00:28,Indore,KYC Fraud,ec5eff158ded49cf,BOB576728,Fraudster posing as bank official updated KYC and drained the account.,22.83407,75.71967,no,,
CMP-2019-0351,2019-08-15 03:59:02,Jaipur,Lottery Scam,50fdb2d0f07a4b09,PNB706739,Victim paid processing fee for fake lottery winnings and lost money.,26.92571,75.68945,no,,
CMP-2021-0352,2021-03-11 08:45:56,Surat,UPI Fraud,bfc2a71daad90a42,PNB494609,Unauthorized UPI transaction initiated from victim's account via social engineering.,21.312,72.74797,yes,ATM-0177,2021-03-12 19:49:11
CMP-2021-0353,2021-11-22 07:16:37,Lucknow,Phishing,fc1bcbb546c0010d,SBIN561267,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,26.74638,80.81933,no,,
CMP-2020-0354,2020-04-08 10:24:55,Delhi,Credit Card Fraud,6cb36a547b32c56e,UNION852146,Card details skimmed online; multiple unauthorized international charges.,28.79919,77.15083,yes,ATM-0170,2020-04-10 14:16:25
CMP-2021-0355,2021-11-21 00:04:17,Ahmedabad,OTP Scam,4a2a77f0571bb356,UNION269078,Victim shared OTP with caller impersonating bank support; funds transferred.,23.06668,72.54467,yes,ATM-0066,2021-11-22 17:21:45
CMP-2019-0356,2019-12-20 00:48:52,Surat,SIM Swap,a1ddaf95be374d77,UNION253999,SIM swapped without consent; OTPs intercepted and account emptied.,21.03697,72.75858,yes,ATM-0208,2019-12-21 19:58:06
CMP-2022-0357,2022-05-19 20:35:22,Chennai,Lottery Scam,6592a8203b401cb2,AXIS571023,Victim paid processing fee for fake lottery winnings and lost money.,13.11466,80.26212,no,,
CMP-2020-0358,2020-04-25 15:01:36,Pune,Investment Scam,ea067c9ded58a8a5,UNION960307,Victim lured into fake crypto/stock investment platform and lost deposits.,18.60065,73.89366,no,,
CMP-2020-0359,2020-01-03 11:28:40,Surat,KYC Fraud,df7aeb3aaa3aee17,UNION719284,Fraudster posing as bank official updated KYC and drained the account.,21.04085,72.79456,yes,ATM-0009,2020-01-04 02:02:49
CMP-2024-0360,2024-02-27 08:46:10,Jaipur,Loan Fraud,ecdc7cc75a476cb2,SBIN734924,Fraudulent loan approved in victim's name; money diverted to mule account.,26.79129,75.78006,no,,
CMP-2019-0361,2019-03-27 12:41:55,Madurai,SIM Swap,635e0028659495bd,ICICI197716,SIM swapped without consent; OTPs intercepted and account emptied.,9.91987,78.0089,no,,
CMP-2023-0362,2023-12-19 02:24:18,Indore,Loan Fraud,7e66810035b0820c,YESB488368,Fraudulent loan approved in victim's name; money diverted to mule account.,22.83205,75.91699,yes,ATM-0247,2023-12-21 11:15:11
CMP-2021-0363,2021-04-15 06:56:23,Lucknow,Investment Scam,649800b60774df41,YESB240386,Victim lured into fake crypto/stock investment platform and lost deposits.,26.77306,81.02596,no,,
CMP-2019-0364,2019-07-03 15:27:49,Lucknow,SIM Swap,15e782b152cc66db,PNB298202,SIM swapped without consent; OTPs intercepted and account emptied.,26.69834,81.01929,yes,ATM-0268,2019-07-03 23:56:50
CMP-2019-0365,2019-01-16 18:17:31,Surat,Debit Card Fraud,78ed935d4a6ba392,KOTAK528705,Card cloned at compromised POS terminal; cash withdrawn from ATM.,21.12888,72.72753,no,,
CMP-2020-0366,2020-07-09 17:01:23,Patna,SIM Swap,2388912de94890a8,UNION483405,SIM swapped without consent; OTPs intercepted and account emptied.,25.62766,85.28514,yes,ATM-0105,2020-07-10 22:46:32
CMP-2023-0367,2023-09-14 06:43:48,Ahmedabad,Credit Card Fraud,a5f30ab6c0e0b1de,CNRB681866,Card details skimmed online; multiple unauthorized international charges.,23.01763,72.71795,no,,
CMP-2023-0368,2023-08-24 06:14:33,Pune,Credit Card Fraud,0b383e478c5255dd,ICICI884140,Card details skimmed online; multiple unauthorized international charges.,18.43933,73.94163,no,,
CMP-2019-0369,2019-08-08 17:03:02,Jaipur,Loan Fraud,111af054eb9ceffa,KOTAK939756,Fraudulent loan approved in victim's name; money diverted to mule account.,26.92757,75.84642,no,,
CMP-2019-0370,2019-12-19 04:14:50,Surat,Phishing,7624a6bd9da4e02b,ICICI963245,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,21.0638,72.95886,yes,ATM-0033,2019-12-19 23:11:24
CMP-2021-0371,2021-03-23 11:59:39,Lucknow,Phishing,0a5bf4fd71ede78f,YESB520106,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,26.88089,80.9525,no,,
CMP-2022-0372,2022-08-02 01:29:50,Madurai,Credit Card Fraud,2d85cfb9a0501794,BOB560295,Card details skimmed online; multiple unauthorized international charges.,9.77841,78.22497,no,,
CMP-2022-0373,2022-02-09 06:34:19,Bengaluru,Phishing,571cddf32ec56648,UNION635348,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,12.97634,77.5141,yes,ATM-0019,2022-02-10 08:28:24
CMP-2022-0374,2022-12-06 03:31:31,Delhi,UPI Fraud,1fae1c63beead069,YESB470281,Unauthorized UPI transaction initiated from victim's account via social engineering.,28.755,77.07414,yes,ATM-0008,2022-12-08 08:35:02
CMP-2019-0375,2019-05-31 08:09:55,Mumbai,SIM Swap,ffca2d81075a38e4,CNRB711248,SIM swapped without consent; OTPs intercepted and account emptied.,19.03043,73.01669,yes,ATM-0311,2019-06-03 05:30:19
CMP-2021-0376,2021-09-23 09:02:51,Pune,Investment Scam,f343123bd7ca1047,PNB283537,Victim lured into fake crypto/stock investment platform and lost deposits.,18.49254,73.73864,yes,ATM-0151,2021-09-24 09:31:30
CMP-2019-0377,2019-09-14 08:48:04,Jaipur,Lottery Scam,0f7fd1c60920c156,UNION362292,Victim paid processing fee for fake lottery winnings and lost money.,26.97066,75.92712,no,,
CMP-2023-0378,2023-08-14 23:57:17,Madurai,KYC Fraud,87168381a5a39d08,BOB814703,Fraudster posing as bank official updated KYC and drained the account.,9.91342,78.14585,yes,ATM-0060,2023-08-15 18:31:04
CMP-2021-0379,2021-04-18 10:29:23,Madurai,Debit Card Fraud,33cbce8a954b7b52,AXIS939030,Card cloned at compromised POS terminal; cash withdrawn from ATM.,9.86992,78.25643,no,,
CMP-2019-0380,2019-01-22 07:17:03,Patna,Lottery Scam,3fe30f32a7de9f12,PNB197527,Victim paid processing fee for fake lottery winnings and lost money.,25.56378,85.21224,yes,ATM-0284,2019-01-25 02:20:41
CMP-2021-0381,2021-11-10 03:11:31,Kolkata,Debit Card Fraud,57ab181c3ff62fac,PNB291663,Card cloned at compromised POS terminal; cash withdrawn from ATM.,22.70674,88.41883,no,,
CMP-2021-0382,2021-12-29 07:22:52,Bengaluru,Debit Card Fraud,03701789a571d22b,AXIS378297,Card cloned at compromised POS terminal; cash withdrawn from ATM.,12.88363,77.50543,yes,ATM-0317,2021-12-30 09:00:55
CMP-2023-0383,2023-09-03 15:42:03,Mumbai,UPI Fraud,8c1dd15a25a0de46,BOB743644,Unauthorized UPI transaction initiated from victim's account via social engineering.,18.92799,72.98483,no,,
CMP-2024-0384,2024-02-01 23:47:21,Kolkata,Investment Scam,2c29302db6b455f1,BOB702427,Victim lured into fake crypto/stock investment platform and lost deposits.,22.68323,88.36114,no,,
CMP-2024-0385,2024-06-29 23:18:11,Hyderabad,Loan Fraud,a662ec4e30402127,UNION234475,Fraudulent loan approved in victim's name; money diverted to mule account.,17.25124,78.57648,no,,
CMP-2022-0386,2022-03-30 19:44:29,Jaipur,KYC Fraud,8bca96559532bf4d,SBIN579404,Fraudster posing as bank official updated KYC and drained the account.,27.05535,75.84677,no,,
CMP-2023-0387,2023-02-19 01:26:51,Chennai,Debit Card Fraud,3d00b9874e6d7409,UNION205641,Card cloned at compromised POS terminal; cash withdrawn from ATM.,13.03033,80.30453,yes,ATM-0281,2023-02-19 20:22:21
CMP-2020-0388,2020-08-13 06:33:44,Lucknow,KYC Fraud,101e724e75a53715,SBIN622998,Fraudster posing as bank official updated KYC and drained the account.,26.82388,80.92193,no,,
CMP-2021-0389,2021-03-10 21:15:38,Pune,Lottery Scam,35c22c373c25c05a,SBIN699166,Victim paid processing fee for fake lottery winnings and lost money.,18.40974,73.87947,yes,ATM-0052,2021-03-13 01:09:34
CMP-2023-0390,2023-10-28 18:08:28,Jaipur,Loan Fraud,6808fa6e73271663,AXIS252928,Fraudulent loan approved in victim's name; money diverted to mule account.,27.00241,75.85886,no,,
CMP-2019-0391,2019-01-22 08:17:19,Pune,OTP Scam,21865627a1aee1d0,CNRB659921,Victim shared OTP with caller impersonating bank support; funds transferred.,18.58657,73.9423,yes,ATM-0288,2019-01-24 22:06:02
CMP-2019-0392,2019-04-15 12:44:45,Mumbai,Credit Card Fraud,3491cccaf64ef3e7,AXIS953350,Card details skimmed online; multiple unauthorized international charges.,19.00229,72.97939,yes,ATM-0382,2019-04-16 12:50:28
CMP-2021-0393,2021-03-01 20:49:36,Jaipur,SIM Swap,3657739b0ee59953,PNB460857,SIM swapped without consent; OTPs intercepted and account emptied.,26.76835,75.67367,no,,
CMP-2024-0394,2024-10-11 04:31:16,Bengaluru,Investment Scam,913728db723697df,CNRB283017,Victim lured into fake crypto/stock investment platform and lost deposits.,13.11541,77.52998,yes,ATM-0262,2024-10-12 15:37:14
CMP-2023-0395,2023-06-02 17:29:30,Indore,UPI Fraud,206e8b3fd18962dd,UNION400441,Unauthorized UPI transaction initiated from victim's account via social engineering.,22.70873,75.99468,no,,
CMP-2022-0396,2022-11-04 12:17:34,Indore,KYC Fraud,1e2ba84e74419aee,UNION699405,Fraudster posing as bank official updated KYC and drained the account.,22.69103,75.97982,yes,ATM-0176,2022-11-05 04:43:29
CMP-2020-0397,2020-11-25 06:43:31,Hyderabad,Lottery Scam,6b817631ced3512c,YESB384424,Victim paid processing fee for fake lottery winnings and lost money.,17.50131,78.57099,no,,
CMP-2023-0398,2023-06-27 15:20:12,Jaipur,OTP Scam,f480884031165b53,SBIN292818,Victim shared OTP with caller impersonating bank support; funds transferred.,27.01866,75.67481,yes,ATM-0129,2023-06-30 11:02:54
CMP-2023-0399,2023-03-16 05:26:50,Mumbai,Debit Card Fraud,491d46724148be7c,YESB208013,Card cloned at compromised POS terminal; cash withdrawn from ATM.,18.95467,73.00874,no,,
CMP-2019-0400,2019-04-28 22:21:24,Madurai,Loan Fraud,6974596ca1caa166,ICICI208976,Fraudulent loan approved in victim's name; money diverted to mule account.,9.85394,78.01638,no,,
CMP-2024-0401,2024-04-24 01:37:25,Hyderabad,Debit Card Fraud,d0916c3ea9213d8e,PNB564687,Card cloned at compromised POS terminal; cash withdrawn from ATM.,17.42294,78.37608,no,,
CMP-2019-0402,2019-03-04 14:23:34,Surat,KYC Fraud,678cae85e56f22dc,BOB589887,Fraudster posing as bank official updated KYC and drained the account.,21.31269,72.84328,yes,ATM-0228,2019-03-05 00:07:16
CMP-2024-0403,2024-09-09 03:11:41,Jaipur,Credit Card Fraud,b49a85f703198121,UNION578720,Card details skimmed online; multiple unauthorized international charges.,26.95171,75.82806,no,,
CMP-2022-0404,2022-02-20 21:36:37,Surat,SIM Swap,b62181d1e94da8ba,KOTAK605048,SIM swapped without consent; OTPs intercepted and account emptied.,21.1821,72.92251,yes,ATM-0188,2022-02-22 03:17:20
CMP-2019-0405,2019-12-08 04:15:03,Chennai,Phishing,82395ef8996e97ee,SBIN460589,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,13.01873,80.28123,no,,
CMP-2021-0406,2021-12-13 19:44:02,Madurai,OTP Scam,997bbc5bc6f170ff,HDFC903072,Victim shared OTP with caller impersonating bank support; funds transferred.,9.90433,78.05768,yes,ATM-0004,2021-12-15 11:12:19
CMP-2020-0407,2020-02-18 03:48:58,Indore,SIM Swap,762a59e6d0f62744,YESB362035,SIM swapped without consent; OTPs intercepted and account emptied.,22.61858,75.92884,yes,ATM-0194,2020-02-18 19:41:56
CMP-2019-0408,2019-06-23 13:09:52,Surat,Debit Card Fraud,d45f220fbba4c40e,UNION946803,Card cloned at compromised POS terminal; cash withdrawn from ATM.,21.22838,72.76266,no,,
CMP-2022-0409,2022-03-11 11:45:26,Hyderabad,Loan Fraud,435301b7ac73515a,ICICI291267,Fraudulent loan approved in victim's name; money diverted to mule account.,17.27599,78.36981,no,,
CMP-2021-0410,2021-09-19 00:18:43,Coimbatore,Investment Scam,9b04cddbb01034e5,AXIS436219,Victim lured into fake crypto/stock investment platform and lost deposits.,10.87262,76.82069,no,,
CMP-2020-0411,2020-02-12 09:20:33,Mumbai,Lottery Scam,3a257325dbecbadf,SBIN849937,Victim paid processing fee for fake lottery winnings and lost money.,19.05752,72.73016,yes,ATM-0008,2020-02-13 20:52:49
CMP-2021-0412,2021-01-19 03:08:43,Hyderabad,OTP Scam,8cca5bbdd0d3581c,BOB830789,Victim shared OTP with caller impersonating bank support; funds transferred.,17.47243,78.43577,no,,
CMP-2024-0413,2024-09-16 01:15:01,Chennai,Lottery Scam,7ec71fc6fafd87fb,YESB174852,Victim paid processing fee for fake lottery winnings and lost money.,13.09566,80.17518,no,,
CMP-2020-0414,2020-07-01 22:10:43,Pune,Phishing,f274727ebfda29bf,AXIS503489,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,18.60177,73.83959,no,,
CMP-2019-0415,2019-03-15 10:06:18,Ahmedabad,UPI Fraud,c9297c74d3551bfa,AXIS595793,Unauthorized UPI transaction initiated from victim's account via social engineering.,22.98924,72.70976,no,,
CMP-2019-0416,2019-12-14 12:25:25,Coimbatore,Phishing,2a6ce38518bb2565,CNRB646230,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,10.90344,76.95017,yes,ATM-0185,2019-12-17 04:19:30
CMP-2024-0417,2024-03-07 06:34:28,Bengaluru,UPI Fraud,cba7ed5c08df9a00,YESB440277,Unauthorized UPI transaction initiated from victim's account via social engineering.,12.82612,77.68292,no,,
CMP-2021-0418,2021-05-17 05:11:01,Bengaluru,Phishing,0b44533eec73d2b6,UNION921533,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,13.02883,77.65112,yes,ATM-0046,2021-05-17 23:05:29
CMP-2021-0419,2021-12-31 07:45:05,Surat,Investment Scam,eed9159201aaaab3,HDFC162678,Victim lured into fake crypto/stock investment platform and lost deposits.,21.12686,72.72728,no,,
CMP-2019-0420,2019-08-24 07:04:58,Ahmedabad,Debit Card Fraud,6d4119221f6bbe46,CNRB926867,Card cloned at compromised POS terminal; cash withdrawn from ATM.,23.06589,72.5256,no,,
CMP-2023-0421,2023-05-26 10:00:05,Chennai,Loan Fraud,4346085ef32f8b19,SBIN362874,Fraudulent loan approved in victim's name; money diverted to mule account.,13.2023,80.26629,yes,ATM-0151,2023-05-28 01:04:42
CMP-2021-0422,2021-12-09 18:59:51,Lucknow,Credit Card Fraud,34b2ceb340eb8e23,KOTAK439403,Card details skimmed online; multiple unauthorized international charges.,26.91642,80.8788,no,,
CMP-2024-0423,2024-06-26 14:42:03,Jaipur,Credit Card Fraud,8863fdcc8e442947,CNRB262555,Card details skimmed online; multiple unauthorized international charges.,26.89722,75.88313,no,,
