atm_id,bank,city,lat,lon
ATM-00526,Axis,Delhi,28.77324,77.18381
ATM-00527,HDFC,Delhi,28.70277,77.03364
ATM-00528,HDFC,Delhi,28.76216,77.08776
ATM-00529,Axis,Bengaluru,12.98482,77.53808
ATM-00530,Canara,Bengaluru,13.05009,77.58818
ATM-00531,ICICI,Bengaluru,12.86563,77.5867
ATM-00532,ICICI,Bengaluru,13.0197,77.53378
ATM-00533,SBI,Bengaluru,12.98109,77.68169
ATM-00534,Union,Bengaluru,12.89009,77.55156
ATM-00535,BOB,Bengaluru,12.97103,77.54584
ATM-00536,HDFC,Bengaluru,12.94159,77.57512
ATM-00537,SBI,Bengaluru,12.89492,77.56109
ATM-00538,Kotak,Bengaluru,12.85653,77.48561
ATM-00539,BOB,Bengaluru,13.04566,77.49715
ATM-00540,SBI,Bengaluru,12.96792,77.69001
ATM-00541,ICICI,Bengaluru,12.90281,77.57434
ATM-00542,Kotak,Bengaluru,12.93287,77.68141
ATM-00543,Canara,Bengaluru,12.93351,77.66145
ATM-00544,Yes,Bengaluru,13.03654,77.52517
ATM-00545,SBI,Bengaluru,12.93367,77.53498
ATM-00546,BOB,Bengaluru,13.05001,77.54489
ATM-00547,PNB,Bengaluru,12.9485,77.5955
ATM-00548,Axis,Bengaluru,13.06111,77.55735
ATM-00549,Kotak,Bengaluru,13.00869,77.66467
ATM-00550,ICICI,Bengaluru,12.89775,77.64576
ATM-00551,SBI,Bengaluru,12.99235,77.62696
ATM-00552,Yes,Bengaluru,12.94733,77.60763
ATM-00553,PNB,Bengaluru,12.9825,77.48653
ATM-00554,BOB,Bengaluru,12.87764,77.48574
ATM-00555,Canara,Bengaluru,12.99768,77.63252
ATM-00556,Union,Bengaluru,13.06996,77.62142
ATM-00557,Union,Bengaluru,12.88689,77.63629
ATM-00558,SBI,Bengaluru,13.06192,77.49452
ATM-00559,ICICI,Bengaluru,13.01168,77.58449
ATM-00560,SBI,Bengaluru,12.87593,77.51811
ATM-00561,SBI,Bengaluru,12.95278,77.49875
ATM-00562,PNB,Bengaluru,12.94013,77.67203
ATM-00563,PNB,Bengaluru,12.9865,77.53652
ATM-00564,SBI,Bengaluru,12.89595,77.48282
ATM-00565,SBI,Bengaluru,12.95496,77.62862
ATM-00566,HDFC,Bengaluru,12.97106,77.59992
ATM-00567,Yes,Bengaluru,13.03731,77.57566
ATM-00568,Yes,Bengaluru,12.95875,77.47799
ATM-00569,ICICI,Bengaluru,12.99413,77.71295
ATM-00570,HDFC,Bengaluru,12.96571,77.57358
ATM-00571,ICICI,Bengaluru,12.8715,77.58793
ATM-00572,SBI,Bengaluru,13.00205,77.57708
ATM-00573,HDFC,Bengaluru,13.0157,77.5038
ATM-00574,BOB,Bengaluru,12.90398,77.50372
ATM-00575,Axis,Bengaluru,12.85587,77.64724
ATM-00576,SBI,Bengaluru,12.95979,77.65321
ATM-00577,ICICI,Bengaluru,12.93941,77.65394
ATM-00578,Canara,Bengaluru,13.02673,77.49483
ATM-00579,PNB,Bengaluru,13.02182,77.58514
ATM-00580,SBI,Bengaluru,13.07085,77.48724
ATM-00581,Union,Bengaluru,12.85434,77.47814
ATM-00582,Union,Bengaluru,12.87072,77.54926
ATM-00583,BOB,Bengaluru,12.89144,77.68123
ATM-00584,Union,Bengaluru,12.99775,77.55051
ATM-00585,ICICI,Bengaluru,13.02626,77.58735
ATM-00586,Kotak,Bengaluru,12.88638,77.66597
ATM-00587,Yes,Bengaluru,13.08053,77.51397
ATM-00588,BOB,Bengaluru,12.96607,77.66134
ATM-00589,Union,Bengaluru,13.07838,77.66291
ATM-00590,Union,Bengaluru,12.93173,77.54178
ATM-00591,Union,Bengaluru,13.08535,77.64338
ATM-00592,SBI,Bengaluru,12.93129,77.62
ATM-00593,PNB,Bengaluru,13.05111,77.61887
ATM-00594,Axis,Bengaluru,12.99192,77.70893
ATM-00595,Union,Bengaluru,12.942,77.63896
ATM-00596,BOB,Bengaluru,13.03675,77.53084
ATM-00597,PNB,Bengaluru,12.91959,77.475
ATM-00598,SBI,Bengaluru,12.91593,77.51235
ATM-00599,Union,Bengaluru,12.92085,77.50836
ATM-00600,Canara,Bengaluru,12.88688,77.70869
ATM-00601,Kotak,Bengaluru,13.01591,77.6939
ATM-00602,BOB,Bengaluru,12.97989,77.6042
ATM-00603,Axis,Bengaluru,13.04297,77.5227
ATM-00604,Yes,Bengaluru,12.92587,77.48841
ATM-00605,PNB,Bengaluru,12.96328,77.52418
ATM-00606,Yes,Bengaluru,12.99233,77.47685
ATM-00607,Kotak,Bengaluru,12.96193,77.49565
ATM-00608,Union,Bengaluru,13.03692,77.53049
ATM-00609,Canara,Bengaluru,12.97665,77.53689
ATM-00610,Axis,Bengaluru,12.92864,77.59608
ATM-00611,ICICI,Bengaluru,12.897,77.52076
ATM-00612,Union,Bengaluru,13.04501,77.54415
ATM-00613,Canara,Bengaluru,12.98706,77.5712
ATM-00614,BOB,Bengaluru,13.05727,77.53371
ATM-00615,BOB,Bengaluru,12.94137,77.50007
ATM-00616,Union,Bengaluru,13.04056,77.51208
ATM-00617,Union,Bengaluru,12.85889,77.54193
ATM-00618,Union,Bengaluru,12.85654,77.48266
ATM-00619,PNB,Bengaluru,12.96832,77.61072
ATM-00620,HDFC,Bengaluru,13.07372,77.54176
ATM-00621,Union,Bengaluru,13.07876,77.65874
ATM-00622,SBI,Bengaluru,13.08283,77.53556
ATM-00623,Yes,Bengaluru,12.93292,77.71331
ATM-00624,Canara,Bengaluru,12.87168,77.48684
ATM-00625,BOB,Bengaluru,12.94031,77.64394
ATM-00626,HDFC,Bengaluru,13.07893,77.69298
ATM-00627,HDFC,Bengaluru,13.05871,77.62816
ATM-00628,Kotak,Bengaluru,13.02113,77.49619
ATM-00629,Canara,Bengaluru,12.98707,77.62835
ATM-00630,ICICI,Bengaluru,12.94595,77.5822
ATM-00631,Axis,Bengaluru,12.94062,77.53103
ATM-00632,Kotak,Bengaluru,12.89291,77.70061
ATM-00633,SBI,Bengaluru,12.86583,77.60728
ATM-00634,Canara,Bengaluru,13.05253,77.48589
ATM-00635,BOB,Bengaluru,13.02191,77.6298
ATM-00636,SBI,Bengaluru,12.86498,77.50935
ATM-00637,PNB,Bengaluru,13.07705,77.63705
ATM-00638,HDFC,Bengaluru,12.99315,77.58051
ATM-00639,Yes,Bengaluru,12.96457,77.56381
ATM-00640,ICICI,Bengaluru,12.88139,77.59012
ATM-00641,SBI,Bengaluru,12.95753,77.66841
ATM-00642,SBI,Bengaluru,12.9639,77.69362
ATM-00643,HDFC,Bengaluru,12.88927,77.67448
ATM-00644,ICICI,Bengaluru,13.07575,77.68262
ATM-00645,Yes,Bengaluru,13.0384,77.70451
ATM-00646,BOB,Bengaluru,13.05374,77.62541
ATM-00647,Axis,Bengaluru,13.08495,77.55202
ATM-00648,ICICI,Bengaluru,12.96621,77.62536
ATM-00649,ICICI,Bengaluru,12.93127,77.65126
ATM-00650,ICICI,Bengaluru,13.02289,77.60741
ATM-00651,Yes,Bengaluru,12.95695,77.51045
ATM-00652,PNB,Bengaluru,12.95043,77.51196
ATM-00653,ICICI,Bengaluru,12.98864,77.54577
ATM-00654,BOB,Bengaluru,12.91416,77.50082
ATM-00655,Canara,Bengaluru,13.06836,77.502
ATM-00656,Axis,Bengaluru,12.86524,77.68941
ATM-00657,HDFC,Bengaluru,12.98599,77.67507
ATM-00658,Kotak,Bengaluru,12.91347,77.52299
ATM-00659,Axis,Bengaluru,12.95529,77.53737
ATM-00660,PNB,Bengaluru,13.07362,77.49802
ATM-00661,PNB,Bengaluru,12.95135,77.51353
ATM-00662,BOB,Bengaluru,12.88624,77.62815
ATM-00663,ICICI,Bengaluru,13.04529,77.55642
ATM-00664,Canara,Bengaluru,12.95792,77.6641
ATM-00665,SBI,Bengaluru,12.92033,77.56102
ATM-00666,Union,Bengaluru,13.07048,77.52698
ATM-00667,Canara,Bengaluru,12.89496,77.67701
ATM-00668,Axis,Bengaluru,13.03651,77.64539
ATM-00669,Union,Bengaluru,12.99576,77.67355
ATM-00670,ICICI,Bengaluru,13.027,77.65731
ATM-00671,Axis,Bengaluru,12.90105,77.62158
ATM-00672,HDFC,Bengaluru,12.9915,77.52315
ATM-00673,SBI,Bengaluru,13.01774,77.59929
ATM-00674,PNB,Bengaluru,12.97603,77.55803
ATM-00675,BOB,Bengaluru,13.05366,77.68208
ATM-00676,BOB,Bengaluru,12.87328,77.57288
ATM-00677,Axis,Bengaluru,12.88359,77.63432
ATM-00678,Kotak,Bengaluru,12.89625,77.67419
ATM-00679,Union,Bengaluru,12.8604,77.64314
ATM-00680,Canara,Bengaluru,12.99437,77.47571
ATM-00681,HDFC,Bengaluru,13.07531,77.7071
ATM-00682,Kotak,Bengaluru,12.88059,77.6461
ATM-00683,Union,Bengaluru,13.03859,77.68294
ATM-00684,HDFC,Bengaluru,13.03192,77.48929
ATM-00685,Canara,Bengaluru,13.08057,77.59335
ATM-00686,ICICI,Bengaluru,12.85775,77.66768
ATM-00687,Axis,Bengaluru,12.85657,77.70678
ATM-00688,PNB,Bengaluru,13.00018,77.51489
ATM-00689,SBI,Bengaluru,12.91171,77.67072
ATM-00690,Axis,Bengaluru,12.85627,77.69691
ATM-00691,Union,Bengaluru,12.91434,77.67556
ATM-00692,BOB,Bengaluru,12.96295,77.53181
ATM-00693,ICICI,Bengaluru,12.87629,77.68329
ATM-00694,BOB,Bengaluru,12.86244,77.50413
ATM-00695,HDFC,Bengaluru,12.99222,77.65736
ATM-00696,ICICI,Bengaluru,12.88089,77.57196
ATM-00697,Axis,Hyderabad,17.39498,78.42128
ATM-00698,Yes,Hyderabad,17.30033,78.50418
ATM-00699,Yes,Hyderabad,17.30444,78.56494
ATM-00700,Union,Hyderabad,17.43153,78.50999
ATM-00701,SBI,Hyderabad,17.39115,78.46165
ATM-00702,Axis,Hyderabad,17.45146,78.44795
ATM-00703,Union,Hyderabad,17.46626,78.53843
ATM-00704,Yes,Hyderabad,17.45805,78.58576
ATM-00705,Canara,Hyderabad,17.46843,78.37955
ATM-00706,Kotak,Hyderabad,17.30019,78.52994
ATM-00707,SBI,Hyderabad,17.32483,78.46801
ATM-00708,HDFC,Hyderabad,17.35246,78.49409
ATM-00709,SBI,Hyderabad,17.34284,78.41489
ATM-00710,Yes,Hyderabad,17.31911,78.46767
ATM-00711,SBI,Hyderabad,17.45138,78.59156
ATM-00712,SBI,Hyderabad,17.45922,78.57895
ATM-00713,PNB,Hyderabad,17.27325,78.52068
ATM-00714,Canara,Hyderabad,17.4853,78.51633
ATM-00715,HDFC,Hyderabad,17.45852,78.37529
ATM-00716,Yes,Hyderabad,17.32514,78.49157
ATM-00717,HDFC,Hyderabad,17.3218,78.37616
ATM-00718,HDFC,Hyderabad,17.3383,78.5221
ATM-00719,Canara,Hyderabad,17.27948,78.59688
ATM-00720,Union,Hyderabad,17.48134,78.38697
ATM-00721,HDFC,Hyderabad,17.39312,78.40232
ATM-00722,Yes,Hyderabad,17.38779,78.57915
ATM-00723,HDFC,Hyderabad,17.40356,78.43249
ATM-00724,BOB,Hyderabad,17.4427,78.43562
ATM-00725,Yes,Hyderabad,17.41139,78.50354
ATM-00726,BOB,Hyderabad,17.31329,78.53719
ATM-00727,BOB,Hyderabad,17.47903,78.43959
ATM-00728,Axis,Hyderabad,17.37755,78.44122
ATM-00729,Canara,Hyderabad,17.34508,78.41201
ATM-00730,SBI,Hyderabad,17.35696,78.50726
ATM-00731,Axis,Hyderabad,17.48681,78.40565
ATM-00732,PNB,Hyderabad,17.34275,78.44481
ATM-00733,PNB,Hyderabad,17.33336,78.6037
ATM-00734,Canara,Hyderabad,17.27866,78.37193
ATM-00735,BOB,Hyderabad,17.28103,78.57581
ATM-00736,BOB,Hyderabad,17.42285,78.49078
ATM-00737,Canara,Hyderabad,17.34999,78.54978
ATM-00738,ICICI,Hyderabad,17.31904,78.59693
ATM-00739,ICICI,Hyderabad,17.36502,78.52708
ATM-00740,PNB,Hyderabad,17.42708,78.51461
ATM-00741,BOB,Hyderabad,17.46209,78.49096
ATM-00742,ICICI,Hyderabad,17.32948,78.51806
ATM-00743,Yes,Hyderabad,17.36413,78.39151
ATM-00744,BOB,Hyderabad,17.44876,78.5073
ATM-00745,ICICI,Hyderabad,17.3604,78.605
ATM-00746,Union,Hyderabad,17.3653,78.55478
ATM-00747,BOB,Hyderabad,17.41076,78.45779
ATM-00748,Kotak,Hyderabad,17.43123,78.43584
ATM-00749,Canara,Hyderabad,17.3353,78.46046
ATM-00750,SBI,Hyderabad,17.4079,78.52227
ATM-00751,BOB,Hyderabad,17.4539,78.5706
ATM-00752,Canara,Hyderabad,17.35636,78.43871
ATM-00753,Union,Hyderabad,17.33797,78.4015
ATM-00754,Kotak,Hyderabad,17.35548,78.42236
ATM-00755,Axis,Hyderabad,17.34273,78.56911
ATM-00756,Yes,Hyderabad,17.4951,78.41573
ATM-00757,SBI,Hyderabad,17.4789,78.59612
ATM-00758,BOB,Hyderabad,17.27639,78.50228
ATM-00759,PNB,Hyderabad,17.33696,78.49545
ATM-00760,Canara,Hyderabad,17.39424,78.6063
ATM-00761,Yes,Hyderabad,17.46316,78.54121
ATM-00762,Union,Hyderabad,17.35848,78.45255
ATM-00763,SBI,Hyderabad,17.42729,78.47544
ATM-00764,HDFC,Hyderabad,17.42735,78.49276
ATM-00765,Canara,Hyderabad,17.36328,78.48692
ATM-00766,Axis,Hyderabad,17.48782,78.40371
ATM-00767,BOB,Hyderabad,17.49647,78.48351
ATM-00768,Union,Hyderabad,17.44916,78.5825
ATM-00769,HDFC,Hyderabad,17.34739,78.49393
ATM-00770,HDFC,Hyderabad,17.30597,78.44304
ATM-00771,HDFC,Hyderabad,17.46325,78.48972
ATM-00772,Kotak,Hyderabad,17.42242,78.43748
ATM-00773,Yes,Hyderabad,17.46193,78.60436
ATM-00774,Canara,Hyderabad,17.41646,78.49247
ATM-00775,Yes,Hyderabad,17.31487,78.58105
ATM-00776,Union,Hyderabad,17.30878,78.51792
ATM-00777,SBI,Hyderabad,17.29059,78.50347
ATM-00778,SBI,Hyderabad,17.43102,78.36928
ATM-00779,SBI,Hyderabad,17.33862,78.53247
ATM-00780,HDFC,Hyderabad,17.48509,78.46212
ATM-00781,Axis,Hyderabad,17.40569,78.52705
ATM-00782,Union,Hyderabad,17.30705,78.55125
ATM-00783,Canara,Hyderabad,17.32884,78.52193
ATM-00784,Axis,Hyderabad,17.38844,78.40119
ATM-00785,ICICI,Hyderabad,17.36366,78.39586
ATM-00786,SBI,Hyderabad,17.38942,78.48898
ATM-00787,Canara,Hyderabad,17.28902,78.40763
ATM-00788,Yes,Hyderabad,17.3827,78.4789
ATM-00789,SBI,Hyderabad,17.45858,78.38161
ATM-00790,ICICI,Hyderabad,17.4293,78.50562
ATM-00791,ICICI,Hyderabad,17.43671,78.45162
ATM-00792,Union,Hyderabad,17.27289,78.51759
ATM-00793,Union,Hyderabad,17.28013,78.4127
ATM-00794,Yes,Hyderabad,17.35756,78.37982
ATM-00795,BOB,Hyderabad,17.40484,78.59701
ATM-00796,Axis,Hyderabad,17.2781,78.42389
ATM-00797,ICICI,Hyderabad,17.27555,78.5901
ATM-00798,BOB,Hyderabad,17.34055,78.58243
ATM-00799,BOB,Hyderabad,17.33788,78.51131
ATM-00800,Yes,Hyderabad,17.50009,78.38291
ATM-00801,Yes,Hyderabad,17.42698,78.50706
ATM-00802,BOB,Hyderabad,17.3392,78.57677
ATM-00803,HDFC,Hyderabad,17.27038,78.57507
ATM-00804,ICICI,Hyderabad,17.30663,78.45272
ATM-00805,Yes,Hyderabad,17.26683,78.57845
ATM-00806,Canara,Hyderabad,17.39977,78.39427
ATM-00807,HDFC,Hyderabad,17.47416,78.44731
ATM-00808,Kotak,Hyderabad,17.49569,78.46805
ATM-00809,BOB,Hyderabad,17.39792,78.45967
ATM-00810,SBI,Hyderabad,17.33306,78.42362
ATM-00811,ICICI,Hyderabad,17.33199,78.37277
ATM-00812,Axis,Hyderabad,17.32303,78.39787
ATM-00813,ICICI,Hyderabad,17.32972,78.5671
ATM-00814,Axis,Hyderabad,17.39819,78.47879
ATM-00815,Yes,Hyderabad,17.30321,78.4514
ATM-00816,Axis,Hyderabad,17.35545,78.59672
ATM-00817,Axis,Hyderabad,17.33634,78.48093
ATM-00818,ICICI,Hyderabad,17.31955,78.47535
ATM-00819,Union,Hyderabad,17.4911,78.6062
ATM-00820,Kotak,Hyderabad,17.48091,78.50772
ATM-00821,Canara,Hyderabad,17.39332,78.4637
ATM-00822,HDFC,Hyderabad,17.31601,78.57607
ATM-00823,PNB,Hyderabad,17.42769,78.38865
ATM-00824,SBI,Hyderabad,17.44163,78.55026
ATM-00825,PNB,Hyderabad,17.42281,78.50294
ATM-00826,ICICI,Hyderabad,17.2686,78.53727
ATM-00827,Axis,Hyderabad,17.45127,78.42228
ATM-00828,Canara,Hyderabad,17.42406,78.39285
ATM-00829,PNB,Hyderabad,17.48432,78.55994
ATM-00830,HDFC,Hyderabad,17.31128,78.53919
ATM-00831,Yes,Hyderabad,17.31934,78.39697
ATM-00832,BOB,Hyderabad,17.33277,78.46351
ATM-00833,ICICI,Hyderabad,17.451,78.57856
ATM-00834,Kotak,Hyderabad,17.48982,78.40903
ATM-00835,Kotak,Hyderabad,17.42811,78.52597
ATM-00836,BOB,Hyderabad,17.48027,78.37276
ATM-00837,Kotak,Hyderabad,17.32462,78.56991
ATM-00838,PNB,Hyderabad,17.48245,78.39015
ATM-00839,Axis,Hyderabad,17.29266,78.58574
ATM-00840,SBI,Hyderabad,17.43602,78.37641
ATM-00841,PNB,Hyderabad,17.41105,78.47007
ATM-00842,Canara,Hyderabad,17.30249,78.5439
ATM-00843,ICICI,Hyderabad,17.33962,78.5199
ATM-00844,BOB,Hyderabad,17.40049,78.42134
ATM-00845,Yes,Hyderabad,17.43699,78.42783
ATM-00846,SBI,Hyderabad,17.42583,78.50477
ATM-00847,PNB,Hyderabad,17.29185,78.54999
ATM-00848,Union,Hyderabad,17.48126,78.57673
ATM-00849,Axis,Hyderabad,17.41077,78.37806
ATM-00850,Kotak,Hyderabad,17.42846,78.37561
ATM-00851,HDFC,Hyderabad,17.31543,78.58618
ATM-00852,Union,Hyderabad,17.36514,78.54524
ATM-00853,HDFC,Kolkata,22.6515,88.31138
ATM-00854,BOB,Kolkata,22.53637,88.47181
ATM-00855,BOB,Kolkata,22.67585,88.40989
ATM-00856,Axis,Kolkata,22.57468,88.40628
ATM-00857,ICICI,Kolkata,22.5554,88.36675
ATM-00858,Canara,Kolkata,22.57008,88.28933
ATM-00859,Axis,Kolkata,22.51529,88.37504
ATM-00860,SBI,Kolkata,22.58314,88.30383
ATM-00861,HDFC,Kolkata,22.49293,88.32723
ATM-00862,ICICI,Kolkata,22.50094,88.31843
ATM-00863,BOB,Kolkata,22.6173,88.36065
ATM-00864,Canara,Kolkata,22.50969,88.30191
ATM-00865,Kotak,Kolkata,22.61857,88.27584
ATM-00866,ICICI,Kolkata,22.62013,88.27592
ATM-00867,HDFC,Kolkata,22.59361,88.30169
ATM-00868,ICICI,Kolkata,22.58418,88.42642
ATM-00869,BOB,Kolkata,22.61509,88.28105
ATM-00870,Axis,Kolkata,22.65408,88.34136
ATM-00871,Kotak,Kolkata,22.48007,88.31334
ATM-00872,PNB,Kolkata,22.56939,88.25432
ATM-00873,PNB,Kolkata,22.52554,88.27044
ATM-00874,Kotak,Kolkata,22.56012,88.27102
ATM-00875,PNB,Kolkata,22.55942,88.3805
ATM-00876,SBI,Kolkata,22.49294,88.26114
ATM-00877,BOB,Kolkata,22.56504,88.47906
ATM-00878,Union,Kolkata,22.47275,88.41601
ATM-00879,Yes,Kolkata,22.51606,88.39873
ATM-00880,Kotak,Kolkata,22.5698,88.43203
ATM-00881,PNB,Kolkata,22.45459,88.46459
ATM-00882,PNB,Kolkata,22.60326,88.46836
ATM-00883,SBI,Kolkata,22.60934,88.26265
ATM-00884,ICICI,Kolkata,22.45867,88.33877
ATM-00885,Canara,Kolkata,22.52372,88.28848
ATM-00886,ICICI,Kolkata,22.65557,88.46631
ATM-00887,PNB,Kolkata,22.47712,88.41642
ATM-00888,ICICI,Kolkata,22.63076,88.3223
ATM-00889,Axis,Kolkata,22.60795,88.3294
ATM-00890,Kotak,Kolkata,22.54105,88.37617
ATM-00891,SBI,Kolkata,22.65368,88.30475
ATM-00892,Yes,Kolkata,22.4625,88.37995
ATM-00893,BOB,Kolkata,22.66985,88.47068
ATM-00894,PNB,Kolkata,22.55412,88.41928
ATM-00895,ICICI,Kolkata,22.59723,88.39426
ATM-00896,BOB,Kolkata,22.61772,88.28317
ATM-00897,SBI,Kolkata,22.60542,88.34023
ATM-00898,Axis,Kolkata,22.65676,88.35896
ATM-00899,Union,Kolkata,22.62611,88.24457
ATM-00900,Yes,Kolkata,22.65788,88.43276
ATM-00901,SBI,Kolkata,22.48696,88.26118
ATM-00902,Kotak,Kolkata,22.57611,88.34499
ATM-00903,ICICI,Kolkata,22.46765,88.24601
ATM-00904,PNB,Kolkata,22.66956,88.28337
ATM-00905,Kotak,Kolkata,22.45361,88.4369
ATM-00906,Canara,Kolkata,22.5888,88.35642
ATM-00907,Canara,Kolkata,22.53029,88.35441
ATM-00908,Yes,Kolkata,22.67069,88.4516
ATM-00909,SBI,Kolkata,22.68344,88.39267
ATM-00910,PNB,Kolkata,22.62606,88.32347
ATM-00911,Kotak,Kolkata,22.58821,88.34497
ATM-00912,PNB,Kolkata,22.56798,88.39927
ATM-00913,SBI,Kolkata,22.66026,88.3712
ATM-00914,BOB,Kolkata,22.65615,88.2973
ATM-00915,Union,Kolkata,22.61853,88.27916
ATM-00916,Yes,Kolkata,22.54188,88.38328
ATM-00917,BOB,Kolkata,22.539,88.30156
ATM-00918,ICICI,Kolkata,22.54772,88.27132
ATM-00919,HDFC,Kolkata,22.68505,88.29258
ATM-00920,HDFC,Kolkata,22.5057,88.44486
ATM-00921,BOB,Kolkata,22.49761,88.40476
ATM-00922,Canara,Kolkata,22.50708,88.35386
ATM-00923,Canara,Kolkata,22.59005,88.27102
ATM-00924,Yes,Kolkata,22.67082,88.37995
ATM-00925,ICICI,Kolkata,22.61568,88.43598
ATM-00926,HDFC,Kolkata,22.65983,88.37604
ATM-00927,Canara,Kolkata,22.60298,88.47439
ATM-00928,Yes,Kolkata,22.4771,88.44315
ATM-00929,Axis,Kolkata,22.58323,88.47621
ATM-00930,ICICI,Kolkata,22.58773,88.4299
ATM-00931,Yes,Kolkata,22.54221,88.39241
ATM-00932,SBI,Kolkata,22.50946,88.33326
ATM-00933,BOB,Kolkata,22.62106,88.47325
ATM-00934,Yes,Kolkata,22.52458,88.41368
ATM-00935,Axis,Kolkata,22.67065,88.26495
ATM-00936,Kotak,Kolkata,22.58771,88.4641
ATM-00937,Kotak,Kolkata,22.49292,88.4228
ATM-00938,SBI,Kolkata,22.64559,88.42056
ATM-00939,Kotak,Kolkata,22.65075,88.27335
ATM-00940,Kotak,Kolkata,22.57576,88.36983
ATM-00941,Union,Kolkata,22.62583,88.25434
ATM-00942,Kotak,Kolkata,22.53743,88.32928
ATM-00943,Axis,Kolkata,22.64533,88.27101
ATM-00944,BOB,Kolkata,22.5137,88.29026
ATM-00945,BOB,Kolkata,22.45771,88.4812
ATM-00946,HDFC,Kolkata,22.47986,88.24893
ATM-00947,ICICI,Kolkata,22.4703,88.30592
ATM-00948,Yes,Kolkata,22.58562,88.31351
ATM-00949,PNB,Kolkata,22.65329,88.3851
ATM-00950,PNB,Kolkata,22.58182,88.40938
ATM-00951,Kotak,Kolkata,22.6803,88.24721
ATM-00952,BOB,Kolkata,22.69128,88.36082
ATM-00953,SBI,Kolkata,22.66213,88.43601
ATM-00954,Union,Kolkata,22.4705,88.3928
ATM-00955,ICICI,Kolkata,22.54682,88.35808
ATM-00956,Axis,Kolkata,22.6189,88.35156
ATM-00957,HDFC,Kolkata,22.66212,88.3905
ATM-00958,PNB,Kolkata,22.53922,88.37068
ATM-00959,SBI,Kolkata,22.66716,88.38531
ATM-00960,BOB,Kolkata,22.50333,88.4405
ATM-00961,Kotak,Kolkata,22.53213,88.35632
ATM-00962,BOB,Kolkata,22.52805,88.32442
ATM-00963,BOB,Kolkata,22.53271,88.24882
ATM-00964,ICICI,Kolkata,22.66291,88.38998
ATM-00965,Yes,Kolkata,22.62707,88.27838
ATM-00966,PNB,Kolkata,22.5182,88.3639
ATM-00967,Union,Kolkata,22.53824,88.38155
ATM-00968,SBI,Kolkata,22.68227,88.48202
ATM-00969,HDFC,Kolkata,22.67221,88.46053
ATM-00970,Union,Kolkata,22.66197,88.42973
ATM-00971,PNB,Kolkata,22.60491,88.331
ATM-00972,ICICI,Kolkata,22.64293,88.30103
ATM-00973,Kotak,Kolkata,22.61612,88.31686
ATM-00974,Axis,Kolkata,22.63009,88.36604
ATM-00975,Yes,Kolkata,22.5367,88.37608
ATM-00976,Kotak,Kolkata,22.53286,88.41291
ATM-00977,Canara,Kolkata,22.66468,88.43172
ATM-00978,Axis,Kolkata,22.54075,88.30232
ATM-00979,Axis,Kolkata,22.69179,88.28009
ATM-00980,BOB,Kolkata,22.45434,88.45293
ATM-00981,PNB,Kolkata,22.5498,88.33896
ATM-00982,ICICI,Kolkata,22.67568,88.38473
ATM-00983,Union,Kolkata,22.52496,88.31794
ATM-00984,Kotak,Kolkata,22.5849,88.46888
ATM-00985,HDFC,Kolkata,22.47024,88.28956
ATM-00986,Kotak,Kolkata,22.59298,88.31692
ATM-00987,Yes,Kolkata,22.68959,88.32957
ATM-00988,BOB,Kolkata,22.62569,88.46517
ATM-00989,PNB,Kolkata,22.52922,88.28596
ATM-00990,PNB,Kolkata,22.58376,88.42594
ATM-00991,SBI,Kolkata,22.50946,88.24872
ATM-00992,Union,Kolkata,22.5485,88.29198
ATM-00993,HDFC,Kolkata,22.52043,88.36436
ATM-00994,ICICI,Kolkata,22.49981,88.42003
ATM-00995,Union,Kolkata,22.59685,88.26293
ATM-00996,Axis,Kolkata,22.53448,88.2767
ATM-00997,SBI,Pune,18.46535,73.8909
ATM-00998,Axis,Pune,18.55397,73.95819
ATM-00999,SBI,Pune,18.47757,73.94496
ATM-01000,Kotak,Pune,18.55614,73.83398
ATM-01001,SBI,Pune,18.44228,73.94389
ATM-01002,BOB,Pune,18.42133,73.88377
ATM-01003,BOB,Pune,18.63748,73.83259
ATM-01004,Kotak,Pune,18.61,73.74288
ATM-01005,SBI,Pune,18.53579,73.97371
ATM-01006,Kotak,Pune,18.50003,73.90713
ATM-01007,Axis,Pune,18.438,73.74116
ATM-01008,HDFC,Pune,18.43464,73.92083
ATM-01009,Kotak,Pune,18.48628,73.82351
ATM-01010,Canara,Pune,18.52968,73.87794
ATM-01011,Union,Pune,18.43722,73.97223
ATM-01012,PNB,Pune,18.4798,73.91456
ATM-01013,SBI,Pune,18.59563,73.85131
ATM-01014,Canara,Pune,18.58664,73.81092
ATM-01015,PNB,Pune,18.63497,73.84546
ATM-01016,PNB,Pune,18.48713,73.86381
ATM-01017,BOB,Pune,18.43205,73.73887
ATM-01018,Kotak,Pune,18.42435,73.93091
ATM-01019,Yes,Pune,18.43654,73.88764
ATM-01020,SBI,Pune,18.58198,73.75828
ATM-01021,Canara,Pune,18.55031,73.76603
ATM-01022,ICICI,Pune,18.52084,73.86996
ATM-01023,ICICI,Pune,18.46259,73.88216
ATM-01024,ICICI,Pune,18.61709,73.9457
ATM-01025,Axis,Pune,18.52724,73.8209
ATM-01026,Axis,Pune,18.50637,73.94306
ATM-01027,Yes,Pune,18.55307,73.81931
ATM-01028,SBI,Pune,18.51082,73.81442
ATM-01029,HDFC,Pune,18.42627,73.91271
ATM-01030,Kotak,Pune,18.59402,73.95598
